Wikipedia link,Common name,Synonyms
https://en.wikipedia.org/wiki/Tizanidine,Tizanidine,Zanaflex|Sirdalud
https://en.wikipedia.org/wiki/Fresh%20frozen%20plasma,Fresh frozen plasma,| tradename 		=
https://en.wikipedia.org/wiki/Alemtuzumab,Alemtuzumab,Campath|Mabcampath|Lemtrada
https://en.wikipedia.org/wiki/Bosentan,Bosentan,Tracleer|Stayveer
https://en.wikipedia.org/wiki/Gemtuzumab%20ozogamicin,Gemtuzumab ozogamicin,Mylotarg
https://en.wikipedia.org/wiki/Mitomycin%20C,Mitomycin C,Mitosol|Mutamycin|Jelmyto
https://en.wikipedia.org/wiki/Triethylenetetramine,Triethylenetetramine,Syprine|Cuprior|Cufence
https://en.wikipedia.org/wiki/NPH%20insulin,NPH insulin,Novolin N|Humulin N|Insulatard
https://en.wikipedia.org/wiki/Diatrizoate,Diatrizoate,Hypaque|Gastrografin|Iothalmate|Urografin
https://en.wikipedia.org/wiki/Amikacin,Amikacin,Amikin|Amiglyde-V|Arikayce
https://en.wikipedia.org/wiki/Ethinylestradiol/norethisterone%20acetate,Ethinylestradiol/norethisterone acetate,Estrostep|Loestrin|Microgestin
https://en.wikipedia.org/wiki/Phytomenadione,Phytomenadione,Mephyton
https://en.wikipedia.org/wiki/Ampicillin/sulbactam,Ampicillin/sulbactam,Unasyn
https://en.wikipedia.org/wiki/Flucloxacillin,Flucloxacillin,Floxapen
https://en.wikipedia.org/wiki/Caffeine/ergotamine,Caffeine/ergotamine,Cafergot
https://en.wikipedia.org/wiki/Fenofibrate,Fenofibrate,Fenoglide|Lipofen
https://en.wikipedia.org/wiki/Tolcapone,Tolcapone,Tasmar
https://en.wikipedia.org/wiki/Polyestradiol%20phosphate,Polyestradiol phosphate,Estradurin|Estradurine
https://en.wikipedia.org/wiki/Clofazimine,Clofazimine,Lamprene
https://en.wikipedia.org/wiki/Benzyl%20benzoate,Benzyl benzoate,Ascabin|Ascabiol|Ascarbin|Tenutex
https://en.wikipedia.org/wiki/Rho%28D%29%20immune%20globulin,Rho(D) immune globulin,WinRho|RhoGAM
https://en.wikipedia.org/wiki/Palifermin,Palifermin,
https://en.wikipedia.org/wiki/Atenolol/chlorthalidone,Atenolol/chlorthalidone,Tenoretic|Tenoret
https://en.wikipedia.org/wiki/Sodium%20oxybate,Sodium oxybate,Xyrem|Alcover|Somsanit
https://en.wikipedia.org/wiki/Pyrimethamine,Pyrimethamine,Daraprim
https://en.wikipedia.org/wiki/Abacavir/lamivudine/zidovudine,Abacavir/lamivudine/zidovudine,Trizivir
https://en.wikipedia.org/wiki/Lisinopril/hydrochlorothiazide,Lisinopril/hydrochlorothiazide,Zestoretic|Prinzide
https://en.wikipedia.org/wiki/Azlocillin,Azlocillin,
https://en.wikipedia.org/wiki/Cysteamine,Cysteamine,Cystagon|Procysbi|Cystaran
https://en.wikipedia.org/wiki/Repaglinide,Repaglinide,Prandin|NovoNorm|Enyglid
https://en.wikipedia.org/wiki/Esterified%20estrogens/methyltestosterone,Esterified estrogens/methyltestosterone,Covaryx|Essian|Estratest|Menogen|Syntest
https://en.wikipedia.org/wiki/Hand%20sanitizer,Hand sanitizer,
https://en.wikipedia.org/wiki/Crotalidae%20polyvalent%20immune%20fab,Crotalidae polyvalent immune fab,CroFab
https://en.wikipedia.org/wiki/Phenytoin/pentobarbital,Phenytoin/pentobarbital,Beuthanasia-D Special
https://en.wikipedia.org/wiki/Prostaglandin%20E2,Prostaglandin E2,Prostin E2|Cervidil|Propess
https://en.wikipedia.org/wiki/Emtricitabine/tenofovir,Emtricitabine/tenofovir,Truvada|Tenvir-EM|other
https://en.wikipedia.org/wiki/Lipiodol,Lipiodol,Lipiodol
https://en.wikipedia.org/wiki/Ciprofloxacin/dexamethasone,Ciprofloxacin/dexamethasone,Ciprodex
https://en.wikipedia.org/wiki/Thiotepa,Thiotepa,Tepadina
https://en.wikipedia.org/wiki/Alglucerase,Alglucerase,
https://en.wikipedia.org/wiki/Imiglucerase,Imiglucerase,Cerezyme
https://en.wikipedia.org/wiki/Rifapentine,Rifapentine,Priftin
https://en.wikipedia.org/wiki/Dalteparin%20sodium,Dalteparin sodium,Fragmin
https://en.wikipedia.org/wiki/Amfepramone,Amfepramone,Tenuate|Tepanil
https://en.wikipedia.org/wiki/Caffeine%20citrate,Caffeine citrate,Cafcit|Gencebok|Cafnea
https://en.wikipedia.org/wiki/Deferasirox,Deferasirox,Exjade|Jadenu
https://en.wikipedia.org/wiki/714-X,714-X,
https://en.wikipedia.org/wiki/Danaparoid,Danaparoid,Orgaran
https://en.wikipedia.org/wiki/FCE%2028260,FCE 28260,
https://en.wikipedia.org/wiki/Chloral%20hydrate/magnesium%20sulfate/pentobarbital,Chloral hydrate/magnesium sulfate/pentobarbital,Equithesin
https://en.wikipedia.org/wiki/Sodium%20phenylbutyrate,Sodium phenylbutyrate,Buphenyl|Pheburane|Ammonaps
https://en.wikipedia.org/wiki/Carglumic%20acid,Carglumic acid,Carbaglu|Ucedane
https://en.wikipedia.org/wiki/Platelet%20transfusion,Platelet transfusion,
https://en.wikipedia.org/wiki/Benzalkonium%20chloride/lidocaine,Benzalkonium chloride/lidocaine,Bactine
https://en.wikipedia.org/wiki/Propyphenazone/paracetamol/caffeine,Propyphenazone/paracetamol/caffeine,Saridon
https://en.wikipedia.org/wiki/MMRV%20vaccine,MMRV vaccine,ProQuad|Priorix Tetra
https://en.wikipedia.org/wiki/Iron%20supplement,Iron supplement,Feosol|Feostat|Feratab
https://en.wikipedia.org/wiki/Epinastine,Epinastine,Alesion|Elestat|Purivist|Relestat
https://en.wikipedia.org/wiki/Econazole,Econazole,Spectazole|Ecostatin
https://en.wikipedia.org/wiki/Tropicamide,Tropicamide,Mydriacyl
https://en.wikipedia.org/wiki/Vanoxerine,Vanoxerine,
https://en.wikipedia.org/wiki/Reteplase,Reteplase,Retavase|Retefuse|Rapilysin|Mirel
https://en.wikipedia.org/wiki/Papaveretum,Papaveretum,Omnopon
https://en.wikipedia.org/wiki/Varenicline,Varenicline,Champix|Chantix|Tyrvaya
https://en.wikipedia.org/wiki/Sacrosidase,Sacrosidase,Sucraid
https://en.wikipedia.org/wiki/Certoparin%20sodium,Certoparin sodium,Sandoparin|Embolex
https://en.wikipedia.org/wiki/Azelastine,Azelastine,Astelin|Optivar|Allergodil
https://en.wikipedia.org/wiki/Ivabradine,Ivabradine,Corlanor|Procoralan
https://en.wikipedia.org/wiki/Pneumococcal%20conjugate%20vaccine,Pneumococcal conjugate vaccine,Prevnar 20|Prevnar 13|Synflorix
https://en.wikipedia.org/wiki/Mumps%20vaccine,Mumps vaccine,
https://en.wikipedia.org/wiki/Sargramostim,Sargramostim,Leukine
https://en.wikipedia.org/wiki/Alfaxolone/alfadolone,Alfaxolone/alfadolone,Althesin|Saffan
https://en.wikipedia.org/wiki/Gardasil,Gardasil,Gardasil|Gardisil|Silgard
https://en.wikipedia.org/wiki/Menotropin,Menotropin,Repronex
https://en.wikipedia.org/wiki/Desiccated%20thyroid%20extract,Desiccated thyroid extract,Armour Thyroid|NP Thyroid|Nature-Throid
https://en.wikipedia.org/wiki/Umifenovir,Umifenovir,Arbidol
https://en.wikipedia.org/wiki/Darunavir,Darunavir,Prezista|Prezcobix
https://en.wikipedia.org/wiki/Mometasone,Mometasone,Nasonex|Asmanex|Elocon
https://en.wikipedia.org/wiki/Epoetin%20alfa,Epoetin alfa,Epogen|Retacrit
https://en.wikipedia.org/wiki/Galanin,Galanin,
https://en.wikipedia.org/wiki/Oprelvekin,Oprelvekin,
https://en.wikipedia.org/wiki/Diphtheria%20antitoxin,Diphtheria antitoxin,
https://en.wikipedia.org/wiki/Nadroparin%20calcium,Nadroparin calcium,Fraxiparin(e)|Fraxodi
https://en.wikipedia.org/wiki/Aspirin/meprobamate,Aspirin/meprobamate,Equagesic
https://en.wikipedia.org/wiki/Efavirenz/emtricitabine/tenofovir,Efavirenz/emtricitabine/tenofovir,Atripla|Viraday
https://en.wikipedia.org/wiki/Ancrod,Ancrod,
https://en.wikipedia.org/wiki/Lepirudin,Lepirudin,Refludan
https://en.wikipedia.org/wiki/Fomivirsen,Fomivirsen,
https://en.wikipedia.org/wiki/Mequitazine,Mequitazine,Primalan
https://en.wikipedia.org/wiki/Iduronidase,Iduronidase,Aldurazyme
https://en.wikipedia.org/wiki/Bimatoprost,Bimatoprost,Lumigan|Latisse
https://en.wikipedia.org/wiki/Calcium%20gluconate,Calcium gluconate,
https://en.wikipedia.org/wiki/Defibrotide,Defibrotide,Defitelio
https://en.wikipedia.org/wiki/Alefacept,Alefacept,
https://en.wikipedia.org/wiki/Dabigatran,Dabigatran,Pradaxa|Pradax|Prazaxa
https://en.wikipedia.org/wiki/Ranibizumab,Ranibizumab,Lucentis|Byooviz|Susvimo
https://en.wikipedia.org/wiki/Fibrinolysin,Fibrinolysin,
https://en.wikipedia.org/wiki/Secobarbital/brallobarbital/hydroxyzine,Secobarbital/brallobarbital/hydroxyzine,Vesparax
https://en.wikipedia.org/wiki/Certolizumab%20pegol,Certolizumab pegol,Cimzia
https://en.wikipedia.org/wiki/Suxethonium%20chloride,Suxethonium chloride,
https://en.wikipedia.org/wiki/Carmustine,Carmustine,BiCNU|Gliadel
https://en.wikipedia.org/wiki/Pegaspargase,Pegaspargase,Oncaspar
https://en.wikipedia.org/wiki/Denileukin%20diftitox,Denileukin diftitox,Ontak
https://en.wikipedia.org/wiki/Tositumomab,Tositumomab,Bexxar
https://en.wikipedia.org/wiki/Palivizumab,Palivizumab,Synagis
https://en.wikipedia.org/wiki/Arylsulfatase%20B,Arylsulfatase B,Naglazyme
https://en.wikipedia.org/wiki/Loteprednol,Loteprednol,Lotemax
https://en.wikipedia.org/wiki/Cervarix,Cervarix,Cervarix
https://en.wikipedia.org/wiki/Panipenem/betamipron,Panipenem/betamipron,Carbenin
https://en.wikipedia.org/wiki/Template%3AInfobox%20drug/doc,Template:Infobox drug/doc,
https://en.wikipedia.org/wiki/Template%3AInfobox%20drug/doc,Template:Infobox drug/doc,
https://en.wikipedia.org/wiki/Template%3AInfobox%20drug/doc,Template:Infobox drug/doc,
https://en.wikipedia.org/wiki/Template%3AInfobox%20drug/doc,Template:Infobox drug/doc,
https://en.wikipedia.org/wiki/Template%3AInfobox%20drug/doc,Template:Infobox drug/doc,
https://en.wikipedia.org/wiki/Template%3AInfobox%20drug/doc,Template:Infobox drug/doc,
https://en.wikipedia.org/wiki/Template%3AInfobox%20drug/doc,Template:Infobox drug/doc,
https://en.wikipedia.org/wiki/Prothrombin%20complex%20concentrate,Prothrombin complex concentrate,Beriplex|Octaplex|Kcentra
https://en.wikipedia.org/wiki/Factor%20VIII%20%28medication%29,Factor VIII (medication),Aafact|Kovaltry
https://en.wikipedia.org/wiki/Hepatitis%20A%20and%20B%20vaccine,Hepatitis A and B vaccine,Twinrix|Ambirix|Twinrix paediatric|&lt;ref name=Vesikari2017/&gt; Bilive&lt;ref name=&quot;Zhang2020&quot;/&gt;
https://en.wikipedia.org/wiki/Metirosine,Metirosine,Demser
https://en.wikipedia.org/wiki/Metaraminol,Metaraminol,Aramine|Metaramin|Pressonex
https://en.wikipedia.org/wiki/Chlorproguanil/dapsone/artesunate,Chlorproguanil/dapsone/artesunate,
https://en.wikipedia.org/wiki/Chlorproguanil/dapsone,Chlorproguanil/dapsone,
https://en.wikipedia.org/wiki/Eculizumab,Eculizumab,Soliris|Elizaria
https://en.wikipedia.org/wiki/Halocarban,Halocarban,
https://en.wikipedia.org/wiki/Tiopronin,Tiopronin,Thiola
https://en.wikipedia.org/wiki/5-APDI,5-APDI,
https://en.wikipedia.org/wiki/Panitumumab,Panitumumab,Vectibix
https://en.wikipedia.org/wiki/Belatacept,Belatacept,Nulojix
https://en.wikipedia.org/wiki/Vandetanib,Vandetanib,Caprelsa
https://en.wikipedia.org/wiki/Edrecolomab,Edrecolomab,Panorex
https://en.wikipedia.org/wiki/Benznidazole,Benznidazole,Rochagan|Radanil&lt;ref name=JAMA2007/&gt;
https://en.wikipedia.org/wiki/Trabectedin,Trabectedin,Yondelis
https://en.wikipedia.org/wiki/Pegaptanib,Pegaptanib,Macugen
https://en.wikipedia.org/wiki/Saccharomyces%20boulardii,Saccharomyces boulardii,
https://en.wikipedia.org/wiki/Icodextrin,Icodextrin,
https://en.wikipedia.org/wiki/Apolizumab,Apolizumab,
https://en.wikipedia.org/wiki/Estradiol/norethisterone%20acetate,Estradiol/norethisterone acetate,Activella|Amabelz|CombiPatch
https://en.wikipedia.org/wiki/Varicella%20vaccine,Varicella vaccine,Varivax|Varilrix
https://en.wikipedia.org/wiki/Peginterferon%20alfa-2b,Peginterferon alfa-2b,PegIntron|Sylatron|ViraferonPeg
https://en.wikipedia.org/wiki/Barium%20sulfate%20suspension,Barium sulfate suspension,
https://en.wikipedia.org/wiki/Pneumococcal%20vaccine,Pneumococcal vaccine,
https://en.wikipedia.org/wiki/Bapineuzumab,Bapineuzumab,
https://en.wikipedia.org/wiki/Ecromeximab,Ecromeximab,
https://en.wikipedia.org/wiki/Abagovomab,Abagovomab,
https://en.wikipedia.org/wiki/Nifurtimox,Nifurtimox,Lampit&lt;ref name=Drugs1995/&gt;
https://en.wikipedia.org/wiki/Ustekinumab,Ustekinumab,Stelara
https://en.wikipedia.org/wiki/Pioglitazone/metformin,Pioglitazone/metformin,Actoplus Met|Piomet|Politor
https://en.wikipedia.org/wiki/Tafenoquine,Tafenoquine,Krintafel|Arakoda
https://en.wikipedia.org/wiki/Pertuzumab,Pertuzumab,Perjeta
https://en.wikipedia.org/wiki/Oregovomab,Oregovomab,OvaRex
https://en.wikipedia.org/wiki/Technetium%20%2899mTc%29%20fanolesomab,Technetium (99mTc) fanolesomab,NeutroSpec
https://en.wikipedia.org/wiki/Besilesomab,Besilesomab,Scintimun
https://en.wikipedia.org/wiki/Lemalesomab,Lemalesomab,
https://en.wikipedia.org/wiki/Technetium%20%2899mTc%29%20sulesomab,Technetium (99mTc) sulesomab,
https://en.wikipedia.org/wiki/Denosumab,Denosumab,Prolia|Xgeva
https://en.wikipedia.org/wiki/Gavilimomab,Gavilimomab,
https://en.wikipedia.org/wiki/Afelimomab,Afelimomab,
https://en.wikipedia.org/wiki/Faralimomab,Faralimomab,
https://en.wikipedia.org/wiki/Catumaxomab,Catumaxomab,Removab
https://en.wikipedia.org/wiki/Ertumaxomab,Ertumaxomab,Rexomun
https://en.wikipedia.org/wiki/Adecatumumab,Adecatumumab,
https://en.wikipedia.org/wiki/Indium%20%28111In%29%20altumomab%20pentetate,Indium (111In) altumomab pentetate,
https://en.wikipedia.org/wiki/Anatumomab%20mafenatox,Anatumomab mafenatox,
https://en.wikipedia.org/wiki/Aselizumab,Aselizumab,
https://en.wikipedia.org/wiki/Atorolimumab,Atorolimumab,
https://en.wikipedia.org/wiki/Bavituximab,Bavituximab,
https://en.wikipedia.org/wiki/Bectumomab,Bectumomab,LymphoScan
https://en.wikipedia.org/wiki/Belimumab,Belimumab,Benlysta
https://en.wikipedia.org/wiki/Bertilimumab,Bertilimumab,
https://en.wikipedia.org/wiki/Bivatuzumab%20mertansine,Bivatuzumab mertansine,
https://en.wikipedia.org/wiki/Bivatuzumab,Bivatuzumab,
https://en.wikipedia.org/wiki/Cantuzumab%20mertansine,Cantuzumab mertansine,
https://en.wikipedia.org/wiki/Cedelizumab,Cedelizumab,
https://en.wikipedia.org/wiki/Ipilimumab,Ipilimumab,Yervoy
https://en.wikipedia.org/wiki/Lerdelimumab,Lerdelimumab,
https://en.wikipedia.org/wiki/Metelimumab,Metelimumab,
https://en.wikipedia.org/wiki/Zanolimumab,Zanolimumab,
https://en.wikipedia.org/wiki/Zolimomab%20aritox,Zolimomab aritox,
https://en.wikipedia.org/wiki/Elsilimomab,Elsilimomab,
https://en.wikipedia.org/wiki/Inolimomab,Inolimomab,
https://en.wikipedia.org/wiki/Odulimomab,Odulimomab,
https://en.wikipedia.org/wiki/Vepalimomab,Vepalimomab,
https://en.wikipedia.org/wiki/Galiximab,Galiximab,
https://en.wikipedia.org/wiki/Golimumab,Golimumab,Simponi|Simponi Aria
https://en.wikipedia.org/wiki/Maslimomab,Maslimomab,
https://en.wikipedia.org/wiki/Keliximab,Keliximab,
https://en.wikipedia.org/wiki/Lumiliximab,Lumiliximab,
https://en.wikipedia.org/wiki/Teneliximab,Teneliximab,
https://en.wikipedia.org/wiki/Vapaliximab,Vapaliximab,
https://en.wikipedia.org/wiki/Tremelimumab,Tremelimumab,
https://en.wikipedia.org/wiki/Erlizumab,Erlizumab,
https://en.wikipedia.org/wiki/Fontolizumab,Fontolizumab,
https://en.wikipedia.org/wiki/Ocrelizumab,Ocrelizumab,Ocrevus
https://en.wikipedia.org/wiki/Pascolizumab,Pascolizumab,
https://en.wikipedia.org/wiki/Pexelizumab,Pexelizumab,
https://en.wikipedia.org/wiki/Reslizumab,Reslizumab,Cinqair (US)|Cinqaero (EU)
https://en.wikipedia.org/wiki/Rovelizumab,Rovelizumab,LeukArrest
https://en.wikipedia.org/wiki/Ruplizumab,Ruplizumab,Antova
https://en.wikipedia.org/wiki/Siplizumab,Siplizumab,
https://en.wikipedia.org/wiki/Talizumab,Talizumab,
https://en.wikipedia.org/wiki/Tocilizumab,Tocilizumab,Actemra|RoActemra
https://en.wikipedia.org/wiki/Toralizumab,Toralizumab,
https://en.wikipedia.org/wiki/Visilizumab,Visilizumab,
https://en.wikipedia.org/wiki/Pemtumomab,Pemtumomab,Theragyn
https://en.wikipedia.org/wiki/Mepolizumab,Mepolizumab,Nucala
https://en.wikipedia.org/wiki/Deferiprone,Deferiprone,Ferriprox
https://en.wikipedia.org/wiki/Abatacept,Abatacept,Orencia
https://en.wikipedia.org/wiki/Gadodiamide,Gadodiamide,Omniscan
https://en.wikipedia.org/wiki/Exbivirumab,Exbivirumab,
https://en.wikipedia.org/wiki/Libivirumab,Libivirumab,
https://en.wikipedia.org/wiki/Sevirumab,Sevirumab,
https://en.wikipedia.org/wiki/Tuvirumab,Tuvirumab,
https://en.wikipedia.org/wiki/Felvizumab,Felvizumab,
https://en.wikipedia.org/wiki/Motavizumab,Motavizumab,Numax
https://en.wikipedia.org/wiki/Inotuzumab%20ozogamicin,Inotuzumab ozogamicin,Besponsa
https://en.wikipedia.org/wiki/Lintuzumab,Lintuzumab,
https://en.wikipedia.org/wiki/Matuzumab,Matuzumab,
https://en.wikipedia.org/wiki/Nimotuzumab,Nimotuzumab,
https://en.wikipedia.org/wiki/Sibrotuzumab,Sibrotuzumab,
https://en.wikipedia.org/wiki/Yttrium%20%2890Y%29%20tacatuzumab%20tetraxetan,Yttrium (90Y) tacatuzumab tetraxetan,
https://en.wikipedia.org/wiki/Tadocizumab,Tadocizumab,
https://en.wikipedia.org/wiki/Tefibazumab,Tefibazumab,Aurexis
https://en.wikipedia.org/wiki/Tucotuzumab%20celmoleukin,Tucotuzumab celmoleukin,
https://en.wikipedia.org/wiki/Batroxobin,Batroxobin,
https://en.wikipedia.org/wiki/Epratuzumab,Epratuzumab,LymphoCide
https://en.wikipedia.org/wiki/Nerelimomab,Nerelimomab,
https://en.wikipedia.org/wiki/Urtoxazumab,Urtoxazumab,
https://en.wikipedia.org/wiki/Pagibaximab,Pagibaximab,
https://en.wikipedia.org/wiki/Volociximab,Volociximab,
https://en.wikipedia.org/wiki/Lexatumumab,Lexatumumab,
https://en.wikipedia.org/wiki/Mapatumumab,Mapatumumab,
https://en.wikipedia.org/wiki/Ofatumumab,Ofatumumab,Arzerra|Kesimpta
https://en.wikipedia.org/wiki/Pritumumab,Pritumumab,
https://en.wikipedia.org/wiki/Zalutumumab,Zalutumumab,
https://en.wikipedia.org/wiki/Stamulumab,Stamulumab,
https://en.wikipedia.org/wiki/Efungumab,Efungumab,Mycograb
https://en.wikipedia.org/wiki/Raxibacumab,Raxibacumab,
https://en.wikipedia.org/wiki/Labetuzumab,Labetuzumab,
https://en.wikipedia.org/wiki/Indium%20%28111In%29%20capromab%20pendetide,Indium (111In) capromab pendetide,Prostascint
https://en.wikipedia.org/wiki/Detumomab,Detumomab,
https://en.wikipedia.org/wiki/Indium%20%28111In%29%20igovomab,Indium (111In) igovomab,
https://en.wikipedia.org/wiki/Minretumomab,Minretumomab,
https://en.wikipedia.org/wiki/Mitumomab,Mitumomab,
https://en.wikipedia.org/wiki/Nacolomab%20tafenatox,Nacolomab tafenatox,
https://en.wikipedia.org/wiki/Technetium%20%2899mTc%29%20pintumomab,Technetium (99mTc) pintumomab,
https://en.wikipedia.org/wiki/Indium%20%28111In%29%20satumomab%20pendetide,Indium (111In) satumomab pendetide,
https://en.wikipedia.org/wiki/Taplitumomab%20paptox,Taplitumomab paptox,
https://en.wikipedia.org/wiki/Codeine,Codeine,
https://en.wikipedia.org/wiki/Insulin%20glulisine,Insulin glulisine,Apidra|Apidra SoloStar
https://en.wikipedia.org/wiki/Edobacomab,Edobacomab,
https://en.wikipedia.org/wiki/Indium%20%28111In%29%20imciromab,Indium (111In) imciromab,Myoscint
https://en.wikipedia.org/wiki/Technetium%20%2899mTc%29%20nofetumomab%20merpentan,Technetium (99mTc) nofetumomab merpentan,Verluma
https://en.wikipedia.org/wiki/Priliximab,Priliximab,
https://en.wikipedia.org/wiki/Allopregnanolone,Allopregnanolone,Zulresso
https://en.wikipedia.org/wiki/Dextrothyroxine,Dextrothyroxine,Choloxin
https://en.wikipedia.org/wiki/TachoSil,TachoSil,TachoSil
https://en.wikipedia.org/wiki/Fluoxetine,Fluoxetine,Prozac|Sarafem|Adofen
https://en.wikipedia.org/wiki/Malaria%20vaccine,Malaria vaccine,Mosquirix
https://en.wikipedia.org/wiki/Oritavancin,Oritavancin,Orbactiv|Kimyrsa
https://en.wikipedia.org/wiki/Neomycin/polymyxin%20B/hydrocortisone,Neomycin/polymyxin B/hydrocortisone,Otosporin|Cortisporin
https://en.wikipedia.org/wiki/Mestranol/noretynodrel,Mestranol/noretynodrel,Enavid|Enovid
https://en.wikipedia.org/wiki/Packed%20red%20blood%20cells,Packed red blood cells,
https://en.wikipedia.org/wiki/Interferon%20alpha-n3,Interferon alpha-n3,
https://en.wikipedia.org/wiki/Naphthylaminopropane,Naphthylaminopropane,
https://en.wikipedia.org/wiki/Prostaglandin%20E,Prostaglandin E,
https://en.wikipedia.org/wiki/Insulin%20detemir,Insulin detemir,Levemir
https://en.wikipedia.org/wiki/Mecasermin%20rinfabate,Mecasermin rinfabate,Iplex
https://en.wikipedia.org/wiki/Ancestim,Ancestim,
https://en.wikipedia.org/wiki/Bedaquiline,Bedaquiline,| tradename 	        = Sirturo
https://en.wikipedia.org/wiki/Pretomanid,Pretomanid,Dovprela
https://en.wikipedia.org/wiki/Amlodipine/valsartan,Amlodipine/valsartan,Exforge
https://en.wikipedia.org/wiki/Polycarbophil%20calcium,Polycarbophil calcium,
https://en.wikipedia.org/wiki/Naptumomab%20estafenatox,Naptumomab estafenatox,
https://en.wikipedia.org/wiki/Morolimumab,Morolimumab,
https://en.wikipedia.org/wiki/Canakinumab,Canakinumab,Ilaris
https://en.wikipedia.org/wiki/Ibalizumab,Ibalizumab,Trogarzo
https://en.wikipedia.org/wiki/Teplizumab,Teplizumab,
https://en.wikipedia.org/wiki/Gantenerumab,Gantenerumab,
https://en.wikipedia.org/wiki/Abiraterone%20acetate,Abiraterone acetate,Zytiga|Yonsa
https://en.wikipedia.org/wiki/Etaracizumab,Etaracizumab,Abegrin
https://en.wikipedia.org/wiki/Lucatumumab,Lucatumumab,
https://en.wikipedia.org/wiki/Protein-bound%20paclitaxel,Protein-bound paclitaxel,Abraxane
https://en.wikipedia.org/wiki/Miglustat,Miglustat,Zavesca|Brazaves
https://en.wikipedia.org/wiki/Idursulfase,Idursulfase,
https://en.wikipedia.org/wiki/Brivaracetam,Brivaracetam,Briviact|Nubriveo|Brivazen
https://en.wikipedia.org/wiki/Otelixizumab,Otelixizumab,
https://en.wikipedia.org/wiki/Ardeparin%20sodium,Ardeparin sodium,
https://en.wikipedia.org/wiki/Saruplase,Saruplase,
https://en.wikipedia.org/wiki/Brinase,Brinase,
https://en.wikipedia.org/wiki/Dacetuzumab,Dacetuzumab,
https://en.wikipedia.org/wiki/Lebrikizumab,Lebrikizumab,
https://en.wikipedia.org/wiki/Digoxin%20immune%20fab,Digoxin immune fab,Digibind
https://en.wikipedia.org/wiki/Isoxsuprine,Isoxsuprine,Duvadilan|Vasodilan
https://en.wikipedia.org/wiki/Colextran,Colextran,
https://en.wikipedia.org/wiki/Cadexomer%20iodine,Cadexomer iodine,
https://en.wikipedia.org/wiki/Crilanomer,Crilanomer,
https://en.wikipedia.org/wiki/Becaplermin,Becaplermin,Regranex
https://en.wikipedia.org/wiki/Dextranomer,Dextranomer,Debrisan
https://en.wikipedia.org/wiki/Esketamine,Esketamine,Spravato|Ketanest
https://en.wikipedia.org/wiki/Policresulen,Policresulen,
https://en.wikipedia.org/wiki/Euflavine,Euflavine,
https://en.wikipedia.org/wiki/Savlon,Savlon,
https://en.wikipedia.org/wiki/Indalpine,Indalpine,Upstène
https://en.wikipedia.org/wiki/Fish%20oil%20%28medical%20use%29,Fish oil (medical use),Omegaven
https://en.wikipedia.org/wiki/Technetium%20%2899mTc%29%20albumin%20aggregated,Technetium (99mTc) albumin aggregated,Pulmotech MAA
https://en.wikipedia.org/wiki/Dapagliflozin,Dapagliflozin,Forxiga|Farxiga|Edistride
https://en.wikipedia.org/wiki/Bemiparin%20sodium,Bemiparin sodium,Badyket|Ivor|Hibor|Zibor
https://en.wikipedia.org/wiki/Parnaparin%20sodium,Parnaparin sodium,
https://en.wikipedia.org/wiki/Reviparin%20sodium,Reviparin sodium,
https://en.wikipedia.org/wiki/Insulin%20aspart,Insulin aspart,NovoLog|NovoRapid|Fiasp
https://en.wikipedia.org/wiki/Insulin%20lispro,Insulin lispro,Humalog|Liprolog|Admelog
https://en.wikipedia.org/wiki/Hepatitis%20B%20vaccine,Hepatitis B vaccine,Recombivax HB|Engerix-B|Heplisav-B
https://en.wikipedia.org/wiki/Hepatitis%20A%20vaccine,Hepatitis A vaccine,Biovac A|Havrix|Vaqta
https://en.wikipedia.org/wiki/Hib%20vaccine,Hib vaccine,ActHIB|Hiberix|OmniHIB
https://en.wikipedia.org/wiki/Alglucosidase%20alfa,Alglucosidase alfa,Myozyme|Lumizyme
https://en.wikipedia.org/wiki/Zaurategrast,Zaurategrast,
https://en.wikipedia.org/wiki/Lentinan,Lentinan,
https://en.wikipedia.org/wiki/Azatadine/pseudoephedrine,Azatadine/pseudoephedrine,Trinalin
https://en.wikipedia.org/wiki/Gepefrine,Gepefrine,
https://en.wikipedia.org/wiki/Lonafarnib,Lonafarnib,Zokinvy
https://en.wikipedia.org/wiki/Ethulose,Ethulose,
https://en.wikipedia.org/wiki/Senna%20glycoside,Senna glycoside,Ex-Lax|Senokot
https://en.wikipedia.org/wiki/Epoetin%20beta,Epoetin beta,NeoRecormon|Betapoietin
https://en.wikipedia.org/wiki/Artesunate/amodiaquine,Artesunate/amodiaquine,| tradename 	= Camoquin
https://en.wikipedia.org/wiki/Ataluren,Ataluren,Translarna
https://en.wikipedia.org/wiki/Co-amilofruse,Co-amilofruse,
https://en.wikipedia.org/wiki/Fesoterodine,Fesoterodine,Toviaz
https://en.wikipedia.org/wiki/Pitrakinra,Pitrakinra,Aerovant
https://en.wikipedia.org/wiki/Lenograstim,Lenograstim,Euprotin|Granocyte|Lenobio|Neutrogin
https://en.wikipedia.org/wiki/Molgramostim,Molgramostim,
https://en.wikipedia.org/wiki/Polyinosinic%3Apolycytidylic%20acid,Polyinosinic:polycytidylic acid,
https://en.wikipedia.org/wiki/Poly%20ICLC,Poly ICLC,
